minFrequency,duration
0.9,0.0004422000000000592
0.8,0.0003463000000000216
0.7,0.00036639999999998896
0.6,0.0005031999999999259
0.5,0.0004998000000000502
0.4,0.0004427000000000181
0.3,0.0005158999999999025
0.2,0.0006357000000001278
0.1,0.0007672999999999153
