minFrequency,duration
0.8,0.00036970000000002834
0.7,0.00030450000000004085
0.6,0.00032999999999994145
0.5,0.00034679999999998046
0.4,0.00034119999999993045
0.3,0.0005036999999999958
0.2,0.0004908000000000134
0.1,0.0005384999999999973
