minFrequency,duration,currentMemoryUsage,peak,Peak
0.975,0.9088347019996945,0.037506103515625,,1.702713966369629
0.95,1.0149818310001137,0.01092529296875,,1.695511817932129
0.925,2.5522808759997133,0.011835098266601562,,1.6999902725219727
0.9,5.434467108999343,0.027883529663085938,,1.6955461502075195
0.875,11.571762182999919,0.036891937255859375,,1.9647245407104492
0.85,22.75757014699957,0.07283973693847656,,2.6129980087280273
0.825,41.4868161229997,0.04026222229003906,,3.637679100036621
0.8,77.95038164699963,0.04420280456542969,,5.1129255294799805
